numcode,country,Carbon1971,Carbon1972,Carbon1973,Carbon1974,Carbon1975,Carbon1976,Carbon1977,Carbon1978,Carbon1979,Carbon1980,Carbon1981,Carbon1982,Carbon1983,Carbon1984,Carbon1985,Carbon1986,Carbon1987,Carbon1988,Carbon1989,Carbon1990,Carbon1991,Carbon1992,Carbon1993,Carbon1994,Carbon1995,Carbon1996,Carbon1997,Carbon1998,Carbon1999,Carbon2000,Carbon2001,Carbon2002,Carbon2003,Carbon2004,Carbon2005,Carbon2006,Carbon2007,Carbon2008,Carbon2009,Carbon2010,Carbon2011,Carbon2012,Carbon2013,Carbon2014,Carbon2015,Carbon2016,Carbon2017,Carbon2018,Carbon2019,Carbon2020,Carbon2021,Carbon2022,Carbon2023,Carbon2024,Carbon2025,Carbon2026,Carbon2027,Carbon2028,Carbon2029,Carbon2030,Carbon2031,Carbon2032,Carbon2033,Carbon2034,Carbon2035,Carbon2036,Carbon2037,Carbon2038,Carbon2039,Carbon2040,GDP1971,GDP1972,GDP1973,GDP1974,GDP1975,GDP1976,GDP1977,GDP1978,GDP1979,GDP1980,GDP1981,GDP1982,GDP1983,GDP1984,GDP1985,GDP1986,GDP1987,GDP1988,GDP1989,GDP1990,GDP1991,GDP1992,GDP1993,GDP1994,GDP1995,GDP1996,GDP1997,GDP1998,GDP1999,GDP2000,GDP2001,GDP2002,GDP2003,GDP2004,GDP2005,GDP2006,GDP2007,GDP2008,GDP2009,GDP2010,GDP2011,GDP2012,GDP2013,GDP2014,GDP2015,GDP2016,GDP2017,GDP2018,GDP2019,GDP2020,GDP2021,GDP2022,GDP2023,GDP2024,GDP2025,GDP2026,GDP2027,GDP2028,GDP2029,GDP2030,GDP2031,GDP2032,GDP2033,GDP2034,GDP2035,GDP2036,GDP2037,GDP2038,GDP2039,GDP2040,PECons1971,PECons1972,PECons1973,PECons1974,PECons1975,PECons1976,PECons1977,PECons1978,PECons1979,PECons1980,PECons1981,PECons1982,PECons1983,PECons1984,PECons1985,PECons1986,PECons1987,PECons1988,PECons1989,PECons1990,PECons1991,PECons1992,PECons1993,PECons1994,PECons1995,PECons1996,PECons1997,PECons1998,PECons1999,PECons2000,PECons2001,PECons2002,PECons2003,PECons2004,PECons2005,PECons2006,PECons2007,PECons2008,PECons2009,PECons2010,PECons2011,PECons2012,PECons2013,PECons2014,PECons2015,PECons2016,PECons2017,PECons2018,PECons2019,PECons2020,PECons2021,PECons2022,PECons2023,PECons2024,PECons2025,PECons2026,PECons2027,PECons2028,PECons2029,PECons2030,PECons2031,PECons2032,PECons2033,PECons2034,PECons2035,PECons2036,PECons2037,PECons2038,PECons2039,PECons2040,Population1971,Population1972,Population1973,Population1974,Population1975,Population1976,Population1977,Population1978,Population1979,Population1980,Population1981,Population1982,Population1983,Population1984,Population1985,Population1986,Population1987,Population1988,Population1989,Population1990,Population1991,Population1992,Population1993,Population1994,Population1995,Population1996,Population1997,Population1998,Population1999,Population2000,Population2001,Population2002,Population2003,Population2004,Population2005,Population2006,Population2007,Population2008,Population2009,Population2010,Population2011,Population2012,Population2013,Population2014,Population2015,Population2016,Population2017,Population2018,Population2019,Population2020,Population2021,Population2022,Population2023,Population2024,Population2025,Population2026,Population2027,Population2028,Population2029,Population2030,Population2031,Population2032,Population2033,Population2034,Population2035,Population2036,Population2037,Population2038,Population2039,Population2040
104,Myanmar,0.00467,0.00453,0.00358,0.0042,0.00419,0.00467,0.00484,0.00481,0.00494,0.00533,0.00529,0.0054,0.00527,0.00577,0.00614,0.00664,0.00473,0.00452,0.00444,0.00417,0.00422,0.00403,0.00516,0.00611,0.00679,0.00714,0.00733,0.00806,0.00898,0.01001,0.00862,0.00901,0.01104,0.012,0.01186,0.0122,0.01339,0.01156,0.00916,0.00851,0.00836,0.01095,0.011302926,0.011655852,0.012008777,0.012361703,0.012714629,0.013067555,0.013420481,0.013773407,0.013974715,0.014176023,0.014377331,0.014578639,0.015383872,0.015606894,0.015829916,0.016052938,0.01627596,0.017168048,0.017442453,0.017716858,0.017991263,0.018265667,0.019363286,0.019715382,0.020067477,0.020419573,0.020771668,0.022180051,0.00784,0.00803,0.00795,0.00837,0.00872,0.00925,0.0098,0.01044,0.01098,0.01186,0.01261,0.01332,0.0139,0.01459,0.015,0.01484,0.01425,0.01263,0.0131,0.01347,0.01338,0.01467,0.01556,0.01672,0.01788,0.01904,0.02011,0.02129,0.02362,0.02687,0.02992,0.03351,0.03815,0.04336,0.04921,0.05565,0.06233,0.06872,0.07599,0.08391,0.08849,0.09378,0.089444187,0.085108374,0.090391012,0.095673649,0.100956287,0.106238924,0.111521561,0.116804199,0.122086836,0.130008992,0.137931148,0.145853303,0.153775459,0.161697615,0.16961977,0.177541926,0.185464082,0.193386237,0.201308393,0.209230549,0.217152705,0.22507486,0.232997016,0.240919172,0.248841327,0.256763483,0.264685639,0.272607794,0.313676,0.319024,0.314163,0.327011,0.332589,0.344892,0.352199,0.356747,0.363747,0.373875,0.379224,0.387091,0.391949,0.405817,0.43613,0.444825,0.427492,0.422775,0.434035,0.423759,0.416698,0.429628,0.426182,0.453034,0.468574,0.469468,0.479332,0.492335,0.494049,0.509556,0.497905,0.514662,0.558151,0.585596,0.587835,0.595667,0.618492,0.59649,0.565483,0.556023,0.566559,0.605897,0.622453622,0.639010243,0.655566865,0.672123487,0.688680108,0.70523673,0.721793351,0.738349973,0.753826694,0.769303415,0.784780135,0.800256856,0.815733577,0.833898946,0.852064316,0.870229685,0.888395055,0.906560424,0.926949853,0.947339282,0.967728711,0.98811814,1.008507569,1.032839175,1.05717078,1.081502386,1.105833991,1.130165597,27.84,28.52,29.21,29.92,30.64,31.38,32.13,32.9,33.68,34.48,35.29,36.12,36.94,37.76,38.55,39.31,40.04,40.75,41.45,42.12,42.78,43.42,44.05,44.69,45.33,45.99,46.66,47.32,47.93,48.45,48.89,49.26,49.58,49.88,50.18,50.5,50.83,51.17,51.54,51.93,52.35,52.8,53.46646522,54.13293044,54.79939565,55.46586087,56.13232609,56.79879131,57.46525652,58.13172174,58.79818696,59.46465218,60.13111739,60.79758261,61.46404783,62.13051305,62.79697826,63.46344348,64.1299087,64.79637392,65.46283913,66.12930435,66.79576957,67.46223479,68.1287,68.79516522,69.46163044,70.12809566,70.79456087,71.46102609
108,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027132727,0.028080788,0.027903364,0.028454061,0.029656364,0.030381515,0.031347273,0.033177576,0.032746364,0.033698788,0.035441563,0.035715625,0.037303438,0.037619063,0.038462188,0.04067125,0.04177375,0.043098438,0.043873125,0.05207125,0.054830968,0.056919,0.057832333,0.057702,0.060835667,0.062171,0.064987667,0.065615333,0.066561333,0.067266667,0.069284667,0.070457333,0.072489,0.072695333,0.075146667,0.077577667,0.079847,0.082146333,0.083714667,0.086061,0.088737667,0.091487333,0.094179386,0.096871439,0.099563491,0.102255544,0.104947597,0.10763965,0.110331702,0.113023755,0.115471389,0.117919022,0.120366656,0.122814289,0.125261923,0.127799445,0.130336967,0.13287449,0.135412012,0.137949534,0.140693069,0.143436604,0.146180138,0.148923673,0.151667208,0.154666052,0.157664895,0.160663739,0.163662582,0.166661426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Belarus,0.084447165,0.088415573,0.096323528,0.101605118,0.105573526,0.112168298,0.117449889,0.122702618,0.126671026,0.128824511,0.131529689,0.13533159,0.139661872,0.141617215,0.143174607,0.149188272,0.151127519,0.153394229,0.157842731,0.163290273,0.15328822,0.131776674,0.118769731,0.101987528,0.096281346,0.093061108,0.094489735,0.091648022,0.096196428,0.104701586,0.12716,0.12528,0.10081,0.08443,0.0719,0.06301,0.0642,0.06257,0.06,0.05857,0.05945,0.05884,0.059959143,0.061078285,0.062197428,0.063316571,0.064435713,0.065554856,0.066673999,0.067793142,0.068069008,0.068344874,0.06862074,0.068896606,0.07000007,0.070268976,0.070537882,0.070806789,0.071075695,0.07215132,0.072468715,0.07278611,0.073103505,0.073420901,0.074690481,0.074995104,0.075299726,0.075604349,0.075908972,0.077127463,0.037964701,0.039748768,0.043303928,0.045678359,0.047462426,0.050427222,0.052801653,0.055163109,0.056947177,0.057915314,0.059131474,0.060840685,0.062787439,0.063666498,0.064366651,0.067070199,0.067942021,0.06896106,0.070960962,0.07341,0.07253,0.06557,0.06059,0.0535,0.04793,0.04928,0.05489,0.05951,0.06153,0.0651,0.06817,0.07161,0.07666,0.08543,0.0935,0.10285,0.11174,0.12319,0.12339,0.13289,0.1402,0.14231,0.144138588,0.145967176,0.152068396,0.158169616,0.164270836,0.170372056,0.176473276,0.182574496,0.188675716,0.19675051,0.204825304,0.212900098,0.220974891,0.229049685,0.237124479,0.245199273,0.253274067,0.261348861,0.269423655,0.277498449,0.285573243,0.293648037,0.301722831,0.309797625,0.317872419,0.325947213,0.334022007,0.342096801,0.981555172,1.035031618,1.084132718,1.138385071,1.200715233,1.246996023,1.292697296,1.341762981,1.38680425,1.417405913,1.437621362,1.471316996,1.49314865,1.542365653,1.59424843,1.624096722,1.692630925,1.741129972,1.72666139,1.80535,1.75895,1.46774,1.25001,1.06149,0.981987,1.00842,1.00586,0.985327,0.959469,0.975092,0.979225,0.998278,1.02769,1.06282,1.06174,1.13017,1.10699,1.10854,1.05252,1.09114,1.16439,1.21019,1.206459777,1.202729554,1.19899933,1.195269107,1.191538884,1.187808661,1.184078437,1.180348214,1.19406527,1.207782325,1.221499381,1.235216436,1.248933492,1.261908808,1.274884124,1.287859439,1.300834755,1.313810071,1.327049744,1.340289417,1.353529089,1.366768762,1.380008435,1.391597801,1.403187167,1.414776532,1.426365898,1.437955264,8.636037395,8.725280462,8.808149023,8.88924689,8.967865782,9.048609509,9.128290818,9.207263849,9.28659102,9.367688886,9.448432613,9.527759783,9.607795232,9.697392438,9.788052061,9.875878571,9.96405922,10.05082331,10.13050462,10.19,10.19,10.22,10.24,10.23,10.19,10.16,10.12,10.07,10.04,10.01,9.93,9.87,9.8,9.73,9.66,9.6,9.56,9.53,9.51,9.49,9.47,9.46,10.37075886,11.28151773,12.19227659,13.10303545,14.01379431,14.92455318,15.83531204,16.7460709,17.65682977,18.56758863,19.47834749,20.38910635,21.29986522,22.21062408,23.12138294,24.03214181,24.94290067,25.85365953,26.76441839,27.67517726,28.58593612,29.49669498,30.40745384,31.31821271,32.22897157,33.13973043,34.0504893,34.96124816
116,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153,0.00159,0.00166,0.00191,0.00202,0.00209,0.00225,0.00225,0.00244,0.00251,0.00285,0.00308,0.00353,0.00369,0.00379,0.00391,0.00423,0.00417,0.004304402,0.004438804,0.004573206,0.004707608,0.004842009,0.004976411,0.005110813,0.005245215,0.005321878,0.00539854,0.005475203,0.005551865,0.005858516,0.005943447,0.006028379,0.006113311,0.006198242,0.006537969,0.006642468,0.006746968,0.006851467,0.006955966,0.007373964,0.00750805,0.007642135,0.007776221,0.007910307,0.008446649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01047,0.01104,0.01166,0.01225,0.0137,0.01491,0.0161,0.01718,0.01864,0.02057,0.0233,0.0258,0.02844,0.03034,0.03037,0.03218,0.03445,0.03696,0.035251196,0.033542392,0.035624353,0.037706313,0.039788274,0.041870235,0.043952196,0.046034156,0.048116117,0.051238349,0.05436058,0.057482812,0.060605043,0.063727275,0.066849506,0.069971738,0.07309397,0.076216201,0.079338433,0.082460664,0.085582896,0.088705127,0.091827359,0.09494959,0.098071822,0.101194053,0.104316285,0.107438517,0.011824368,0.011799474,0.012656737,0.014111737,0.013586474,0.013415053,0.014395947,0.014591842,0.01578,0.016175789,0.016730789,0.016423263,0.017391421,0.017668789,0.014165556,0.014136444,0.014413611,0.014370056,0.014522167,0.0273569,0.0274951,0.0266244,0.0267554,0.0280048,0.112559,0.117726,0.119632,0.136189,0.136359,0.135403,0.136108,0.1585,0.163276,0.134486,0.136337,0.136077,0.138147,0.139417,0.194711,0.19935,0.211622,0.217516,0.223459799,0.229403599,0.235347398,0.241291197,0.247234996,0.253178796,0.259122595,0.265066394,0.270622511,0.276178627,0.281734744,0.28729086,0.292846977,0.299368314,0.305889651,0.312410988,0.318932325,0.325453662,0.332773432,0.340093203,0.347412973,0.354732744,0.362052514,0.370787519,0.379522525,0.38825753,0.396992536,0.405727541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.77,11.09,11.4,11.69,11.96,12.22,12.47,12.71,12.93,13.15,13.36,13.56,13.75,13.94,14.14,14.37,14.61,14.87,15.05769579,15.24539158,15.43308737,15.62078317,15.80847896,15.99617475,16.18387054,16.37156633,16.55926212,16.74695791,16.93465371,17.1223495,17.31004529,17.49774108,17.68543687,17.87313266,18.06082845,18.24852425,18.43622004,18.62391583,18.81161162,18.99930741,19.1870032,19.37469899,19.56239478,19.75009058,19.93778637,20.12548216
120,Cameroon,0.00073,0.00076,0.00079,0.00082,0.00104,0.00096,0.00139,0.00147,0.00159,0.0017,0.00187,0.00202,0.0022,0.0023,0.00254,0.00247,0.00244,0.00262,0.00283,0.00273,0.00255,0.00239,0.00255,0.00271,0.0026,0.00261,0.00275,0.00286,0.00261,0.00301,0.00292,0.00303,0.00334,0.00346,0.0032,0.0034,0.00529,0.00507,0.00622,0.00632,0.00543,0.00566,0.005788547,0.005917093,0.00604564,0.006174186,0.006302733,0.006431279,0.006559826,0.006688372,0.006773099,0.006857826,0.006942553,0.00702728,0.007366188,0.007443035,0.007519881,0.007596728,0.007673575,0.007980961,0.008084321,0.008187681,0.008291041,0.008394401,0.008807841,0.008930351,0.009052861,0.009175371,0.009297882,0.009787922,0.0113,0.0116,0.01222,0.01354,0.01506,0.01423,0.01618,0.01975,0.02094,0.02053,0.02403,0.02584,0.02761,0.02968,0.03207,0.03424,0.03351,0.03088,0.03032,0.02847,0.02739,0.02654,0.02569,0.02505,0.02587,0.02717,0.02855,0.02999,0.03131,0.03262,0.0341,0.03546,0.03689,0.03826,0.03914,0.0404,0.04155,0.04305,0.04386,0.04532,0.04718,0.04934,0.050529397,0.051718794,0.054953135,0.058187477,0.061421819,0.06465616,0.067890502,0.071124843,0.074359185,0.079614928,0.084870672,0.090126415,0.095382158,0.100637902,0.105893645,0.111149389,0.116405132,0.121660876,0.126916619,0.132172362,0.137428106,0.142683849,0.147939593,0.153195336,0.15845108,0.163706823,0.168962566,0.17421831,0.106945,0.109315,0.111727,0.114793,0.120453,0.122237,0.13081,0.135124,0.140213,0.145049,0.152266,0.159265,0.164915,0.170278,0.176882,0.179504,0.182855,0.188665,0.195624,0.19764,0.199557,0.201728,0.208713,0.215955,0.219728,0.225155,0.231566,0.238242,0.24009,0.250367,0.253323,0.259347,0.269898,0.278343,0.280046,0.26677,0.25156,0.253762,0.274348,0.276443,0.269516,0.277195,0.285351578,0.293508156,0.301664734,0.309821312,0.31797789,0.326134468,0.334291046,0.342447624,0.349863643,0.357279662,0.364695681,0.3721117,0.379527719,0.387216089,0.394904459,0.402592828,0.410281198,0.417969568,0.42628213,0.434594693,0.442907255,0.451219818,0.45953238,0.468618495,0.47770461,0.486790725,0.49587684,0.504962955,6.95,7.13,7.33,7.53,7.74,7.96,8.19,8.43,8.67,8.93,9.2,9.48,9.77,10.07,10.38,10.7,11.03,11.37,11.72,12.07,12.43,12.8,13.17,13.55,13.93,14.32,14.71,15.11,15.51,15.93,16.35,16.78,17.22,17.68,18.14,18.61,19.1,19.6,20.1,20.62,21.16,21.7,22.69465714,23.68931429,24.68397143,25.67862857,26.67328571,27.66794286,28.6626,29.65725714,30.65191429,31.64657143,32.64122857,33.63588571,34.63054286,35.6252,36.61985714,37.61451429,38.60917143,39.60382857,40.59848571,41.59314286,42.5878,43.58245714,44.57711429,45.57177143,46.56642857,47.56108571,48.55574286,49.5504
124,Canada,0.33722,0.36161,0.36782,0.37088,0.39234,0.40083,0.40624,0.40786,0.42816,0.42605,0.41243,0.39815,0.38534,0.40462,0.39993,0.39617,0.41039,0.42921,0.44784,0.42356,0.41358,0.4287,0.43238,0.4419,0.4527,0.46472,0.47942,0.49141,0.49775,0.51899,0.51216,0.50391,0.53668,0.53484,0.53827,0.53698,0.52038,0.51891,0.47982,0.48363,0.4747,0.46771,0.472352942,0.476995885,0.481638827,0.486281769,0.490924712,0.495567654,0.500210597,0.504853539,0.505368908,0.505884277,0.506399646,0.506915015,0.50897649,0.508663918,0.508351345,0.508038773,0.507726201,0.506475911,0.507058879,0.507641847,0.508224814,0.508807782,0.511139653,0.512500296,0.51386094,0.515221583,0.516582226,0.522024799,0.41673,0.43943,0.47003,0.48738,0.49626,0.52206,0.54012,0.56147,0.58283,0.59544,0.6163,0.59768,0.61302,0.64718,0.67746,0.69235,0.72034,0.75447,0.77239,0.77338,0.75699,0.76345,0.78336,0.81904,0.84146,0.8556,0.89199,0.9289,0.97532,1.02529,1.0426,1.07181,1.09245,1.12674,1.16238,1.19285,1.21681,1.23111,1.19773,1.23814,1.26945,1.29114,1.428251721,1.565363442,1.619440371,1.6735173,1.727594228,1.781671157,1.835748086,1.889825015,1.943901944,2.007810367,2.071718789,2.135627212,2.199535635,2.263444058,2.327352481,2.391260904,2.455169327,2.51907775,2.582986173,2.646894596,2.710803019,2.774711442,2.838619864,2.902528287,2.96643671,3.030345133,3.094253556,3.158161979,5.60887,6.05101,6.32284,6.41659,6.58477,6.7867,6.99627,7.19016,7.55021,7.61575,7.44082,7.14945,7.12281,7.48729,7.6579,7.79011,8.05017,8.38278,8.61902,8.27589,8.25912,8.46421,8.74273,9.05056,9.15697,9.36807,9.47811,9.40688,9.69575,9.97957,9.83477,9.85614,10.3973,10.6197,10.7428,10.7982,10.5396,10.4905,9.88966,9.97205,10.0387,9.96458,10.09100766,10.21743533,10.34386299,10.47029065,10.59671831,10.72314598,10.84957364,10.9760013,11.07617102,11.17634074,11.27651046,11.37668018,11.4768499,11.58087555,11.68490119,11.78892684,11.89295248,11.99697813,12.10795708,12.21893603,12.32991497,12.44089392,12.55187287,12.67853889,12.80520492,12.93187094,13.05853697,13.18520299,21.96,22.22,22.49,22.81,23.14,23.45,23.73,23.96,24.2,24.52,24.82,25.12,25.37,25.61,25.84,26.1,26.45,26.79,27.28,27.69,28.04,28.37,28.69,29,29.3,29.61,29.91,30.16,30.4,30.69,31.02,31.35,31.64,31.94,32.25,32.58,32.93,33.32,33.73,34.13,34.48,34.88,35.18655474,35.49310948,35.79966422,36.10621896,36.4127737,36.71932845,37.02588319,37.33243793,37.63899267,37.94554741,38.25210215,38.55865689,38.86521163,39.17176637,39.47832111,39.78487586,40.0914306,40.39798534,40.70454008,41.01109482,41.31764956,41.6242043,41.93075904,42.23731378,42.54386852,42.85042326,43.15697801,43.46353275
132,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027132727,0.028080788,0.027903364,0.028454061,0.029656364,0.030381515,0.031347273,0.033177576,0.032746364,0.033698788,0.035441563,0.035715625,0.037303438,0.037619063,0.038462188,0.04067125,0.04177375,0.043098438,0.043873125,0.05207125,0.054830968,0.056919,0.057832333,0.057702,0.060835667,0.062171,0.064987667,0.065615333,0.066561333,0.067266667,0.069284667,0.070457333,0.072489,0.072695333,0.075146667,0.077577667,0.079847,0.082146333,0.083714667,0.086061,0.088737667,0.091487333,0.094179386,0.096871439,0.099563491,0.102255544,0.104947597,0.10763965,0.110331702,0.113023755,0.115471389,0.117919022,0.120366656,0.122814289,0.125261923,0.127799445,0.130336967,0.13287449,0.135412012,0.137949534,0.140693069,0.143436604,0.146180138,0.148923673,0.151667208,0.154666052,0.157664895,0.160663739,0.163662582,0.166661426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027132727,0.028080788,0.027903364,0.028454061,0.029656364,0.030381515,0.031347273,0.033177576,0.032746364,0.033698788,0.035441563,0.035715625,0.037303438,0.037619063,0.038462188,0.04067125,0.04177375,0.043098438,0.043873125,0.05207125,0.054830968,0.056919,0.057832333,0.057702,0.060835667,0.062171,0.064987667,0.065615333,0.066561333,0.067266667,0.069284667,0.070457333,0.072489,0.072695333,0.075146667,0.077577667,0.079847,0.082146333,0.083714667,0.086061,0.088737667,0.091487333,0.094179386,0.096871439,0.099563491,0.102255544,0.104947597,0.10763965,0.110331702,0.113023755,0.115471389,0.117919022,0.120366656,0.122814289,0.125261923,0.127799445,0.130336967,0.13287449,0.135412012,0.137949534,0.140693069,0.143436604,0.146180138,0.148923673,0.151667208,0.154666052,0.157664895,0.160663739,0.163662582,0.166661426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Sri Lanka,0.00289,0.00355,0.00369,0.00299,0.00287,0.00279,0.003,0.00343,0.00376,0.00381,0.00389,0.00437,0.0045,0.00392,0.00356,0.00361,0.00406,0.00389,0.00376,0.00388,0.00409,0.00414,0.00528,0.0054,0.00581,0.00742,0.00776,0.00811,0.00889,0.01043,0.01012,0.01085,0.01211,0.01206,0.01225,0.01187,0.01248,0.01217,0.01171,0.01239,0.01491,0.01621,0.016732459,0.017254918,0.017777377,0.018299837,0.018822296,0.019344755,0.019867214,0.020389673,0.020687683,0.020985692,0.021283702,0.021581712,0.02277375,0.023103904,0.023434058,0.023764212,0.024094367,0.025414983,0.025821202,0.026227422,0.026633641,0.02703986,0.028664737,0.029185967,0.029707197,0.030228427,0.030749657,0.032834577,0.02213,0.02204,0.02359,0.0245,0.026,0.02687,0.02824,0.02984,0.03175,0.0336,0.03552,0.03699,0.03877,0.04075,0.04278,0.04465,0.04542,0.04654,0.04761,0.05066,0.05299,0.05532,0.05914,0.06245,0.06588,0.06839,0.07277,0.07619,0.07946,0.08423,0.08293,0.08622,0.09134,0.09631,0.10232,0.11017,0.11766,0.12466,0.12907,0.13941,0.15091,0.16059,0.153165302,0.145740604,0.154786656,0.163832707,0.172878759,0.181924811,0.190970863,0.200016915,0.209062967,0.222628962,0.236194956,0.249760951,0.263326946,0.27689294,0.290458935,0.30402493,0.317590924,0.331156919,0.344722914,0.358288909,0.371854903,0.385420898,0.398986893,0.412552887,0.426118882,0.439684877,0.453250871,0.466816866,0.150701,0.160521,0.164022,0.155846,0.163041,0.164132,0.162554,0.171441,0.177998,0.179929,0.18352,0.194157,0.195137,0.201022,0.198225,0.204787,0.212712,0.215758,0.216437,0.218882,0.222191,0.227994,0.240366,0.230823,0.238271,0.266654,0.276345,0.280926,0.299986,0.330398,0.319403,0.325315,0.344499,0.349105,0.357146,0.360395,0.367453,0.361253,0.359276,0.38498,0.409884,0.447119,0.459336885,0.471554771,0.483772656,0.495990542,0.508208427,0.520426312,0.532644198,0.544862083,0.55628306,0.567704038,0.579125015,0.590545993,0.60196697,0.615372024,0.628777077,0.642182131,0.655587184,0.668992238,0.684038527,0.699084815,0.714131104,0.729177392,0.744223681,0.762179081,0.780134482,0.798089882,0.816045283,0.834000683,12.69,12.86,13.09,13.28,13.5,13.72,13.94,14.19,14.47,14.75,14.85,15.2,15.42,15.6,15.84,16.13,16.37,16.6,16.83,17.02,17.27,17.43,17.65,17.89,18.14,18.34,18.57,18.78,19.06,19.1,18.8,18.92,19.17,19.44,19.64,19.86,20.04,20.22,20.45,20.65,20.87,20.33,20.58661435,20.84322871,21.09984306,21.35645741,21.61307177,21.86968612,22.12630048,22.38291483,22.63952918,22.89614354,23.15275789,23.40937224,23.6659866,23.92260095,24.1792153,24.43582966,24.69244401,24.94905837,25.20567272,25.46228707,25.71890143,25.97551578,26.23213013,26.48874449,26.74535884,27.0019732,27.25858755,27.5152019
